order_id,order_date,user_id,is_prime_member,seller_id,seller_type,seller_plan,city,city_tier,category,quantity,order_value,fulfillment_type,referral_fee,fba_fee,closing_fee,shipping_fee,total_amazon_fees,gst_on_fees,seller_payout,payment_method,payment_status,delivery_days,delivery_status,refund_status,refund_amount,fraud_flag,leakage_type,leakage_amount
AMZ-IN-403846,22-12-2024 07:58,CUST-003391,0,AMZ-SEL-00845,Brand/Manufacturer,Professional,Bangalore,Tier 1,Fashion & Apparel,1,2582.28,FBA,387.34,35,25,0,447.34,80.52,0,Credit Card,failed,4,delivered,no,0,0,,0
AMZ-IN-403847,17-07-2024 16:52,CUST-001419,0,AMZ-SEL-01110,Brand/Manufacturer,Professional,Gurgaon,Tier 1,Fashion & Apparel,1,2844.01,FBA,426.6,55,12,0,493.6,88.85,2350.41,UPI,success,2,delivered,no,0,0,,0
AMZ-IN-403848,25-06-2024 10:38,CUST-003398,0,AMZ-SEL-01233,Brand/Manufacturer,Professional,Pune,Tier 1,Fashion & Apparel,1,673.41,FBA,101.01,35,12,0,148.01,26.64,525.4,Amazon Pay,success,3,delivered,no,0,0,,0
AMZ-IN-403849,16-12-2024 17:34,CUST-003759,0,AMZ-SEL-01217,Brand/Manufacturer,Professional,Mumbai,Tier 1,Home & Kitchen,1,2252.93,FBA,225.29,29,12,0,266.29,47.93,1986.64,Credit Card,success,5,delivered,no,0,0,,0
AMZ-IN-403850,15-10-2024 11:52,CUST-002977,0,AMZ-SEL-01709,Reseller,Professional,Bangalore,Tier 1,Toys & Baby,1,1246.17,FBA,149.54,45,25,0,219.54,39.52,1026.63,COD,success,5,delivered,no,0,0,,0
AMZ-IN-403851,14-01-2024 15:27,CUST-002675,1,AMZ-SEL-00262,D2C Brand,Professional,Surat,Tier 2,Home & Kitchen,1,4905.01,FBA,490.5,80,8,0,578.5,104.13,4326.51,Debit Card,success,3,delivered,no,0,0,,0
AMZ-IN-403852,16-12-2024 18:02,CUST-001153,0,AMZ-SEL-00160,Distributor,Professional,Mumbai,Tier 1,Fashion & Apparel,1,816.33,FBA,122.45,55,8,0,185.45,33.38,630.88,COD,success,3,delivered,no,0,0,,0
AMZ-IN-403853,16-10-2024 08:26,CUST-000116,1,AMZ-SEL-01410,D2C Brand,Professional,Jaipur,Tier 2,Beauty & Personal,1,3999,FBA,479.88,45,12,0,536.88,96.64,3462.12,Credit Card,success,1,delivered,no,0,0,,0
AMZ-IN-403854,26-11-2024 15:21,CUST-001860,0,AMZ-SEL-01431,Reseller,Professional,Hyderabad,Tier 1,Electronics,2,37664.84,FBA,3013.19,90,5,0,3108.19,559.47,34556.65,UPI,success,7,delivered,no,0,0,,0
AMZ-IN-403855,07-10-2024 07:01,CUST-003038,0,AMZ-SEL-01611,D2C Brand,Professional,Chennai,Tier 1,Home & Kitchen,1,5476.56,Self Ship,547.66,0,5,0,552.66,99.48,4923.9,UPI,success,5,delivered,no,0,0,,0
AMZ-IN-403856,09-06-2024 11:57,CUST-000844,1,AMZ-SEL-01862,Distributor,Professional,Gurgaon,Tier 1,Electronics,2,42685.42,FBA,3414.83,130,8,0,3552.83,639.51,0,UPI,failed,3,delivered,no,0,0,,0
AMZ-IN-403857,12-01-2024 12:01,CUST-002093,1,AMZ-SEL-00573,Reseller,Professional,Gurgaon,Tier 1,Grocery & Food,1,662.97,FBA,33.15,29,25,0,87.15,15.69,575.82,COD,success,4,delivered,no,0,0,,0
AMZ-IN-403858,12-10-2024 09:50,CUST-005727,0,AMZ-SEL-00176,Brand/Manufacturer,Individual,Ahmedabad,Tier 2,Fashion & Apparel,1,3231.66,Self Ship,484.75,0,2,0,486.75,87.62,2744.91,Amazon Pay,success,4,delivered,processed,2971.29,0,referral_fee_miscalculation,53.11
AMZ-IN-403859,22-10-2024 19:38,CUST-003095,1,AMZ-SEL-00139,Reseller,Professional,Mumbai,Tier 1,Fashion & Apparel,1,1083.1,FBA,162.46,45,5,0,212.46,38.24,870.64,Credit Card,success,3,delivered,no,0,0,,0
AMZ-IN-403860,17-07-2024 12:27,CUST-005352,1,AMZ-SEL-00213,Distributor,Professional,Surat,Tier 2,Beauty & Personal,1,2192.1,Easy Ship,263.05,0,8,65,336.05,60.49,1856.05,Debit Card,success,3,delivered,no,0,0,,0
AMZ-IN-403861,01-12-2024 08:34,CUST-005886,0,AMZ-SEL-00947,Brand/Manufacturer,Professional,Pune,Tier 1,Toys & Baby,1,2592.15,FBA,311.06,55,8,0,374.06,67.33,2218.09,UPI,success,3,delivered,no,0,0,,0
AMZ-IN-403862,16-02-2024 08:45,CUST-003167,0,AMZ-SEL-00376,Reseller,Professional,Hyderabad,Tier 1,Electronics,1,13649.51,Self Ship,1091.96,0,5,0,1096.96,197.45,12552.55,Debit Card,success,7,delivered,no,0,0,,0
AMZ-IN-403863,11-11-2024 13:21,CUST-002478,1,AMZ-SEL-00272,Distributor,Professional,Chennai,Tier 1,Books & Media,1,1223.53,Easy Ship,48.94,0,5,65,118.94,21.41,1104.59,Amazon Pay,success,7,delivered,no,0,0,,0
AMZ-IN-403864,11-05-2024 17:17,CUST-005925,0,AMZ-SEL-01333,Brand/Manufacturer,Professional,Pune,Tier 1,Books & Media,1,1611.38,FBA,64.46,65,8,0,137.46,24.74,1473.92,Credit Card,success,5,delivered,no,0,0,,0
AMZ-IN-403865,22-06-2024 19:35,CUST-002159,1,AMZ-SEL-01831,D2C Brand,Professional,Bhopal,Tier 3,Toys & Baby,1,2080.87,FBA,249.7,45,25,0,319.7,57.55,1761.17,COD,success,2,delivered,no,0,0,,0
AMZ-IN-403866,05-03-2024 19:19,CUST-002476,0,AMZ-SEL-00937,Brand/Manufacturer,Individual,Delhi,Tier 1,Fashion & Apparel,1,1528.17,FBA,229.23,80,12,0,321.23,57.82,1206.94,Debit Card,success,7,delivered,no,0,0,fba_reimbursement_fraud,171.22
AMZ-IN-403867,14-02-2024 21:19,CUST-002071,0,AMZ-SEL-01277,Brand/Manufacturer,Individual,Mumbai,Tier 1,Home & Kitchen,1,7801.91,FBA,780.19,45,12,0,837.19,150.69,6964.72,UPI,success,5,delivered,no,0,0,,0
AMZ-IN-403868,19-12-2024 15:07,CUST-004635,1,AMZ-SEL-01834,Distributor,Professional,Indore,Tier 2,Sports & Outdoors,1,2643.01,FBA,237.87,29,5,0,271.87,48.94,2371.14,Net Banking,success,1,delivered,no,0,0,fba_reimbursement_fraud,72.7
AMZ-IN-403869,10-07-2024 08:26,CUST-003514,1,AMZ-SEL-00185,Reseller,Professional,Bangalore,Tier 1,Toys & Baby,1,342.18,FBA,41.06,45,5,0,91.06,16.39,251.12,Amazon Pay,success,3,delivered,no,0,0,,0
AMZ-IN-403870,02-09-2024 17:46,CUST-003617,1,AMZ-SEL-01581,Brand/Manufacturer,Professional,Hyderabad,Tier 1,Electronics,1,28261.14,FBA,2260.89,45,5,0,2310.89,415.96,25950.25,UPI,success,2,delivered,no,0,0,,0
AMZ-IN-403871,03-08-2024 16:32,CUST-000894,1,AMZ-SEL-01759,Brand/Manufacturer,Professional,Mumbai,Tier 1,Books & Media,1,253.82,Easy Ship,10.15,0,8,50,68.15,12.27,185.67,Credit Card,success,4,delivered,no,0,0,,0
AMZ-IN-403872,28-10-2024 15:57,CUST-001534,0,AMZ-SEL-00469,Brand/Manufacturer,Professional,Delhi,Tier 1,Fashion & Apparel,1,1762.93,FBA,264.44,55,5,0,324.44,58.4,1438.49,UPI,success,4,delivered,no,0,0,,0
AMZ-IN-403873,14-12-2024 11:24,CUST-000411,1,AMZ-SEL-00299,Reseller,Professional,Gurgaon,Tier 1,Toys & Baby,1,1689.31,FBA,202.72,45,8,0,255.72,46.03,1433.59,Debit Card,success,2,delivered,no,0,0,,0
AMZ-IN-403874,17-06-2024 22:55,CUST-005846,1,AMZ-SEL-01209,Reseller,Professional,Chennai,Tier 1,Toys & Baby,1,2839.62,FBA,340.75,45,18,0,403.75,72.68,2435.87,Credit Card,success,2,delivered,no,0,0,,0
AMZ-IN-403875,28-05-2024 10:28,CUST-001589,0,AMZ-SEL-01647,Brand/Manufacturer,Professional,Kolkata,Tier 1,Electronics,2,23117.63,FBA,1849.41,58,12,0,1919.41,345.49,21198.22,Credit Card,success,4,delivered,no,0,0,,0
AMZ-IN-403876,15-09-2024 23:36,CUST-000178,0,AMZ-SEL-01129,Reseller,Individual,Jaipur,Tier 2,Home & Kitchen,2,7664.47,FBA,766.45,70,5,0,841.45,151.46,0,Debit Card,failed,4,delivered,no,0,0,,0
AMZ-IN-403877,25-05-2024 09:21,CUST-003615,1,AMZ-SEL-01250,Reseller,Professional,Gurgaon,Tier 1,Home & Kitchen,1,7507.5,Easy Ship,750.75,0,8,50,808.75,145.57,6698.75,Credit Card,success,5,delivered,processed,7449.84,0,,0
AMZ-IN-403878,05-04-2024 17:57,CUST-004019,0,AMZ-SEL-00640,Reseller,Professional,Mumbai,Tier 1,Electronics,1,17726.37,Easy Ship,1418.11,0,8,65,1491.11,268.4,16235.26,UPI,success,7,delivered,no,0,0,,0
AMZ-IN-403879,03-10-2024 14:38,CUST-002767,0,AMZ-SEL-00497,Reseller,Professional,Chandigarh,Tier 2,Beauty & Personal,2,1302.44,FBA,156.29,110,12,0,278.29,50.09,1024.15,Credit Card,success,10,delivered,no,0,0,,0
AMZ-IN-403880,27-04-2024 23:54,CUST-002748,1,AMZ-SEL-00035,D2C Brand,Professional,Hyderabad,Tier 1,Automotive,1,956.01,FBA,95.6,65,5,0,165.6,29.81,790.41,Amazon Pay,success,1,delivered,no,0,0,,0
AMZ-IN-403881,07-11-2024 21:33,CUST-004610,0,AMZ-SEL-01482,Brand/Manufacturer,Professional,Delhi,Tier 1,Fashion & Apparel,1,3224.4,FBA,483.66,35,5,0,523.66,94.26,2700.74,Debit Card,success,4,delivered,no,0,0,,0
AMZ-IN-403882,10-11-2024 16:02,CUST-004663,1,AMZ-SEL-00358,Reseller,Professional,Delhi,Tier 1,Electronics,1,34661.63,Easy Ship,2772.93,0,8,60,2840.93,511.37,31820.7,UPI,success,3,delivered,no,0,0,return_abuse,29295.76
AMZ-IN-403883,10-06-2024 09:25,CUST-002658,1,AMZ-SEL-00383,Reseller,Individual,Mumbai,Tier 1,Grocery & Food,2,5883.71,Easy Ship,294.19,0,8,120,422.19,75.99,5461.52,COD,success,10,delivered,no,0,0,promo_coupon_abuse,1012.67
AMZ-IN-403884,21-01-2024 17:14,CUST-004632,1,AMZ-SEL-00613,Reseller,Professional,Indore,Tier 2,Sports & Outdoors,3,9823.07,FBA,884.08,165,12,0,1061.08,190.99,8761.99,UPI,success,1,delivered,no,0,0,,0
AMZ-IN-403885,02-12-2024 15:47,CUST-000085,1,AMZ-SEL-01544,Reseller,Professional,Jaipur,Tier 2,Fashion & Apparel,2,1522.85,Self Ship,228.43,0,8,0,236.43,42.56,1286.42,Debit Card,success,4,delivered,no,0,0,,0
AMZ-IN-403886,14-12-2024 14:25,CUST-004523,1,AMZ-SEL-01158,D2C Brand,Professional,Mumbai,Tier 1,Fashion & Apparel,3,5423.72,FBA,813.56,240,18,0,1071.56,192.88,4352.16,COD,success,4,delivered,processed,4280.18,0,,0
AMZ-IN-403887,13-11-2024 18:42,CUST-002655,1,AMZ-SEL-00208,Distributor,Individual,Mumbai,Tier 1,Electronics,1,7089.72,Self Ship,567.18,0,8,0,575.18,103.53,6514.54,Debit Card,success,4,delivered,no,0,0,,0
AMZ-IN-403888,27-09-2024 07:16,CUST-001353,1,AMZ-SEL-00006,Brand/Manufacturer,Individual,Jaipur,Tier 2,Fashion & Apparel,1,2580.2,Easy Ship,387.03,0,2,75,464.03,83.53,2116.17,Credit Card,success,3,delivered,no,0,0,,0
AMZ-IN-403889,25-12-2024 16:28,CUST-002429,1,AMZ-SEL-01821,Brand/Manufacturer,Professional,Jaipur,Tier 2,Books & Media,1,338.51,Easy Ship,13.54,0,12,60,85.54,15.4,252.97,UPI,success,3,delivered,no,0,0,,0
AMZ-IN-403890,02-10-2024 14:37,CUST-000855,0,AMZ-SEL-00533,D2C Brand,Professional,Bangalore,Tier 1,Toys & Baby,1,1677.49,Easy Ship,201.3,0,2,50,253.3,45.59,1424.19,Debit Card,success,10,delivered,no,0,0,return_abuse,1607.1
AMZ-IN-403891,28-01-2024 18:40,CUST-002189,1,AMZ-SEL-00374,Distributor,Professional,Jaipur,Tier 2,Grocery & Food,1,1184.21,Easy Ship,59.21,0,12,75,146.21,26.32,1038,Debit Card,success,5,delivered,no,0,0,,0
AMZ-IN-403892,09-04-2024 17:21,CUST-005567,0,AMZ-SEL-00832,Reseller,Professional,Bangalore,Tier 1,Toys & Baby,1,1011.13,FBA,121.34,65,12,0,198.34,35.7,812.79,Credit Card,success,5,delivered,no,0,0,,0
AMZ-IN-403893,13-08-2024 14:56,CUST-002676,0,AMZ-SEL-00444,Reseller,Individual,Mumbai,Tier 1,Home & Kitchen,2,19243.17,FBA,1924.32,110,8,0,2042.32,367.62,17200.85,Credit Card,success,5,delivered,no,0,0,,0
AMZ-IN-403894,27-07-2024 19:13,CUST-001749,0,AMZ-SEL-00366,Reseller,Professional,Delhi,Tier 1,Home & Kitchen,1,7949.51,Easy Ship,794.95,0,2,65,861.95,155.15,7087.56,Debit Card,success,5,delivered,no,0,0,,0
AMZ-IN-403895,14-04-2024 12:37,CUST-002530,0,AMZ-SEL-00781,Distributor,Professional,Delhi,Tier 1,Automotive,1,4645.15,Self Ship,464.51,0,2,0,466.51,83.97,4178.64,UPI,success,2,delivered,processed,3638.48,0,,0
AMZ-IN-403896,12-07-2024 10:43,CUST-001365,0,AMZ-SEL-00214,Brand/Manufacturer,Individual,Delhi,Tier 1,Fashion & Apparel,3,5326.97,FBA,799.05,135,18,0,952.05,171.37,4374.92,Debit Card,success,2,delivered,no,0,0,,0
AMZ-IN-403897,20-03-2024 01:46,CUST-004621,0,AMZ-SEL-00160,Distributor,Professional,Ahmedabad,Tier 2,Electronics,1,47625.41,Self Ship,3810.03,0,5,0,3815.03,686.71,43810.38,Credit Card,success,3,delivered,no,0,1,,0
AMZ-IN-403898,25-06-2024 14:09,CUST-003016,0,AMZ-SEL-00248,D2C Brand,Individual,Patna,Tier 3,Beauty & Personal,1,1626.41,FBA,195.17,35,5,0,235.17,42.33,1391.24,Credit Card,success,10,delivered,no,0,0,fba_reimbursement_fraud,99.01
AMZ-IN-403899,17-04-2024 12:45,CUST-001904,1,AMZ-SEL-01848,Brand/Manufacturer,Professional,Bangalore,Tier 1,Electronics,1,26711.8,Self Ship,2136.94,0,2,0,2138.94,385.01,24572.86,UPI,success,4,delivered,no,0,0,,0
AMZ-IN-403900,08-08-2024 19:44,CUST-000845,1,AMZ-SEL-00415,Reseller,Professional,Kolkata,Tier 1,Electronics,3,119031.53,Self Ship,9522.52,0,2,0,9524.52,1714.41,109507.01,Debit Card,success,3,returned,processed,119031.53,0,,0
AMZ-IN-403901,11-12-2024 20:09,CUST-003234,0,AMZ-SEL-00520,Brand/Manufacturer,Professional,Chennai,Tier 1,Electronics,1,49728.84,FBA,3978.31,35,8,0,4021.31,723.84,45707.53,Credit Card,success,10,delivered,no,0,0,,0
AMZ-IN-403902,06-09-2024 14:14,CUST-005352,1,AMZ-SEL-01863,Brand/Manufacturer,Professional,Ahmedabad,Tier 2,Home & Kitchen,1,4168.14,Self Ship,416.81,0,5,0,421.81,75.93,3746.33,Net Banking,success,10,delivered,no,0,0,,0
AMZ-IN-403903,08-05-2024 15:52,CUST-005415,0,AMZ-SEL-00655,Reseller,Individual,Kochi,Tier 2,Fashion & Apparel,1,4999,FBA,749.85,29,18,0,796.85,143.43,4202.15,Debit Card,success,4,delivered,no,0,0,,0
AMZ-IN-403904,13-07-2024 13:22,CUST-002452,0,AMZ-SEL-00038,Brand/Manufacturer,Professional,Surat,Tier 2,Fashion & Apparel,1,2963.99,Self Ship,444.6,0,5,0,449.6,80.93,2514.39,UPI,success,4,delivered,no,0,0,,0
AMZ-IN-403905,13-10-2024 09:14,CUST-003477,0,AMZ-SEL-01992,Brand/Manufacturer,Professional,Mumbai,Tier 1,Sports & Outdoors,1,2777.03,FBA,249.93,35,5,0,289.93,52.19,2487.1,Debit Card,success,5,delivered,no,0,0,,0
AMZ-IN-403906,20-01-2024 05:13,CUST-004304,1,AMZ-SEL-01623,Reseller,Professional,Gurgaon,Tier 1,Toys & Baby,1,691.85,FBA,83.02,55,5,0,143.02,25.74,548.83,Debit Card,success,3,delivered,processed,650.87,0,,0
AMZ-IN-403907,05-06-2024 11:33,CUST-005627,0,AMZ-SEL-01182,Reseller,Professional,Kolkata,Tier 1,Sports & Outdoors,1,4167.07,FBA,375.04,29,12,0,416.04,74.89,3751.03,COD,success,7,delivered,no,0,0,,0
AMZ-IN-403908,11-03-2024 14:30,CUST-003241,0,AMZ-SEL-01393,Brand/Manufacturer,Individual,Surat,Tier 2,Beauty & Personal,1,1190.64,Self Ship,142.88,0,2,0,144.88,26.08,1045.76,UPI,success,10,delivered,processed,1051.61,0,,0
AMZ-IN-403909,08-10-2024 21:06,CUST-002695,0,AMZ-SEL-00662,D2C Brand,Individual,Noida,Tier 1,Sports & Outdoors,1,2253.21,FBA,202.79,35,12,0,249.79,44.96,2003.42,UPI,success,4,delivered,no,0,0,referral_fee_miscalculation,22.89
AMZ-IN-403910,02-11-2024 12:28,CUST-004417,0,AMZ-SEL-00459,Brand/Manufacturer,Professional,Mumbai,Tier 1,Grocery & Food,1,1073.15,Easy Ship,53.66,0,2,60,115.66,20.82,957.49,UPI,success,3,returned,processed,1073.15,0,,0
AMZ-IN-403911,04-06-2024 16:57,CUST-000140,0,AMZ-SEL-00580,Reseller,Professional,Ahmedabad,Tier 2,Fashion & Apparel,1,2331.39,Easy Ship,349.71,0,12,75,436.71,78.61,1894.68,Credit Card,success,5,delivered,no,0,0,,0
AMZ-IN-403912,21-03-2024 07:32,CUST-001112,0,AMZ-SEL-00362,Reseller,Professional,Bangalore,Tier 1,Electronics,1,15919.08,FBA,1273.53,29,8,0,1310.53,235.9,0,COD,failed,5,delivered,no,0,0,,0
AMZ-IN-403913,27-05-2024 10:16,CUST-005013,1,AMZ-SEL-00527,Reseller,Professional,Bangalore,Tier 1,Beauty & Personal,1,971.83,FBA,116.62,55,5,0,176.62,31.79,795.21,UPI,success,4,delivered,no,0,0,,0
AMZ-IN-403914,06-07-2024 13:41,CUST-005213,1,AMZ-SEL-01978,Reseller,Professional,Ahmedabad,Tier 2,Sports & Outdoors,1,3375.85,Self Ship,303.83,0,2,0,305.83,55.05,3070.02,Credit Card,success,4,delivered,no,0,0,,0
AMZ-IN-403915,18-06-2024 05:28,CUST-003740,1,AMZ-SEL-01262,Distributor,Professional,Surat,Tier 2,Books & Media,1,974.21,FBA,38.97,45,8,0,91.97,16.55,882.24,Credit Card,success,5,delivered,no,0,0,,0
AMZ-IN-403916,11-08-2024 09:43,CUST-001154,0,AMZ-SEL-01796,Brand/Manufacturer,Professional,Pune,Tier 1,Fashion & Apparel,1,2112.1,FBA,316.81,65,18,0,399.81,71.97,1712.29,Credit Card,success,2,delivered,processed,1762.6,0,,0
AMZ-IN-403917,27-11-2024 19:04,CUST-005529,0,AMZ-SEL-00610,Distributor,Professional,Noida,Tier 1,Toys & Baby,2,3022.69,Self Ship,362.72,0,8,0,370.72,66.73,2651.97,Credit Card,success,4,delivered,no,0,0,,0
AMZ-IN-403918,27-11-2024 17:45,CUST-000113,1,AMZ-SEL-01848,Brand/Manufacturer,Professional,Delhi,Tier 1,Fashion & Apparel,1,855.74,FBA,128.36,55,8,0,191.36,34.44,664.38,Debit Card,success,1,delivered,processed,840.96,0,,0
AMZ-IN-403919,11-06-2024 10:47,CUST-003945,1,AMZ-SEL-00520,Brand/Manufacturer,Professional,Pune,Tier 1,Grocery & Food,1,708.27,Easy Ship,35.41,0,5,60,100.41,18.07,607.86,Amazon Pay,success,4,delivered,no,0,0,,0
AMZ-IN-403920,19-10-2024 15:53,CUST-005905,0,AMZ-SEL-00315,Distributor,Individual,Mysore,Tier 3,Sports & Outdoors,1,2582.78,Easy Ship,232.45,0,2,60,294.45,53,2288.33,UPI,success,3,delivered,no,0,0,,0
AMZ-IN-403921,21-04-2024 15:05,CUST-001017,1,AMZ-SEL-00471,Brand/Manufacturer,Professional,Jaipur,Tier 2,Toys & Baby,1,1068.9,FBA,128.27,80,12,0,220.27,39.65,848.63,Credit Card,success,3,delivered,no,0,0,,0
AMZ-IN-403922,22-10-2024 22:35,CUST-000883,0,AMZ-SEL-00771,Brand/Manufacturer,Professional,Chennai,Tier 1,Toys & Baby,1,1588.79,Easy Ship,190.65,0,5,60,255.65,46.02,1333.14,UPI,success,10,delivered,no,0,0,,0
AMZ-IN-403923,17-03-2024 16:20,CUST-005236,1,AMZ-SEL-01302,D2C Brand,Individual,Nagpur,Tier 2,Beauty & Personal,1,1102.56,FBA,132.31,55,8,0,195.31,35.16,907.25,Credit Card,success,2,delivered,no,0,0,,0
AMZ-IN-403924,27-12-2024 19:13,CUST-003531,1,AMZ-SEL-00273,D2C Brand,Professional,Jaipur,Tier 2,Home & Kitchen,1,5915.55,Self Ship,591.56,0,8,0,599.56,107.92,5315.99,UPI,success,5,delivered,no,0,0,,0
AMZ-IN-403925,17-09-2024 02:19,CUST-005301,1,AMZ-SEL-00536,D2C Brand,Individual,Patna,Tier 3,Electronics,1,63765.51,Easy Ship,5101.24,0,2,50,5153.24,927.58,58612.27,Credit Card,success,10,delivered,no,0,0,,0
AMZ-IN-403926,22-04-2024 15:38,CUST-003431,1,AMZ-SEL-01129,Reseller,Individual,Hyderabad,Tier 1,Home & Kitchen,1,6824.65,Easy Ship,682.47,0,8,65,755.47,135.98,6069.18,COD,success,3,delivered,no,0,0,referral_fee_miscalculation,150.11
AMZ-IN-403927,21-08-2024 12:23,CUST-001524,0,AMZ-SEL-00892,D2C Brand,Professional,Mumbai,Tier 1,Fashion & Apparel,1,824.25,FBA,123.64,29,12,0,164.64,29.64,659.61,UPI,success,4,returned,processed,824.25,0,,0
AMZ-IN-403928,21-02-2024 17:15,CUST-001327,1,AMZ-SEL-01910,Brand/Manufacturer,Professional,Delhi,Tier 1,Electronics,1,27402.96,FBA,2192.24,80,18,0,2290.24,412.24,25112.72,Credit Card,success,3,delivered,no,0,0,,0
AMZ-IN-403929,06-07-2024 15:00,CUST-005170,1,AMZ-SEL-00166,Distributor,Individual,Surat,Tier 2,Home & Kitchen,1,6522.08,FBA,652.21,55,5,0,712.21,128.2,5809.87,Credit Card,success,1,delivered,no,0,0,,0
AMZ-IN-403930,15-09-2024 16:53,CUST-005937,0,AMZ-SEL-00486,D2C Brand,Individual,Pune,Tier 1,Fashion & Apparel,1,1332,Self Ship,199.8,0,8,0,207.8,37.4,1124.2,Credit Card,success,7,delayed,no,0,0,,0
AMZ-IN-403931,17-10-2024 18:50,CUST-004143,0,AMZ-SEL-00498,Brand/Manufacturer,Individual,Pune,Tier 1,Fashion & Apparel,3,4274.83,FBA,641.22,135,12,0,788.22,141.88,3486.61,Amazon Pay,success,4,delivered,no,0,0,return_abuse,4096.15
AMZ-IN-403932,15-09-2024 21:17,CUST-001347,1,AMZ-SEL-00309,Distributor,Professional,Bhubaneswar,Tier 3,Toys & Baby,1,2088.35,Easy Ship,250.6,0,5,50,305.6,55.01,1782.75,Credit Card,success,4,delivered,processed,1869.98,0,,0
AMZ-IN-403933,01-12-2024 12:51,CUST-002553,0,AMZ-SEL-01103,D2C Brand,Individual,Visakhapatnam,Tier 3,Fashion & Apparel,1,606.29,Easy Ship,90.94,0,5,40,135.94,24.47,470.35,UPI,success,10,delivered,no,0,0,,0
AMZ-IN-403934,07-11-2024 02:36,CUST-004067,0,AMZ-SEL-00268,Distributor,Professional,Patna,Tier 3,Electronics,1,20938.94,FBA,1675.12,65,12,0,1752.12,315.38,19186.82,Credit Card,success,7,delivered,no,0,0,fake_invoice_gst_fraud,725.31
AMZ-IN-403935,23-09-2024 15:19,CUST-003124,0,AMZ-SEL-01571,Reseller,Professional,Pune,Tier 1,Fashion & Apparel,1,1407.81,FBA,211.17,65,5,0,281.17,50.61,1126.64,UPI,success,2,delivered,no,0,0,,0
AMZ-IN-403936,25-10-2024 11:25,CUST-000955,0,AMZ-SEL-00191,Brand/Manufacturer,Professional,Pune,Tier 1,Fashion & Apparel,1,3071.38,FBA,460.71,55,5,0,520.71,93.73,2550.67,UPI,success,3,delivered,no,0,0,,0
AMZ-IN-403937,19-12-2024 18:23,CUST-002521,1,AMZ-SEL-01656,D2C Brand,Professional,Patna,Tier 3,Fashion & Apparel,1,2507.61,Easy Ship,376.14,0,12,60,448.14,80.67,2059.47,UPI,success,10,delivered,processed,1874.93,0,,0
AMZ-IN-403938,03-06-2024 12:28,CUST-000466,1,AMZ-SEL-01890,D2C Brand,Professional,Pune,Tier 1,Sports & Outdoors,1,8641.33,Easy Ship,777.72,0,2,75,854.72,153.85,7786.61,Credit Card,success,12,delivered,no,0,0,,0
AMZ-IN-403939,16-12-2024 10:24,CUST-004702,0,AMZ-SEL-01629,Brand/Manufacturer,Individual,Delhi,Tier 1,Beauty & Personal,1,390.29,FBA,46.83,55,18,0,119.83,21.57,0,Net Banking,failed,10,delivered,no,0,0,,0
AMZ-IN-403940,14-06-2024 10:56,CUST-004383,0,AMZ-SEL-00933,D2C Brand,Professional,Delhi,Tier 1,Home & Kitchen,3,27836.43,FBA,2783.64,87,18,0,2888.64,519.96,24947.79,Debit Card,success,4,delivered,no,0,0,,0
AMZ-IN-403941,10-12-2024 09:21,CUST-002011,0,AMZ-SEL-00713,Reseller,Professional,Bangalore,Tier 1,Home & Kitchen,1,10672.39,FBA,1067.24,35,12,0,1114.24,200.56,9558.15,Amazon Pay,success,12,delivered,no,0,0,,0
AMZ-IN-403942,11-11-2024 06:34,CUST-001543,0,AMZ-SEL-01981,Brand/Manufacturer,Individual,Hyderabad,Tier 1,Books & Media,1,272.68,FBA,10.91,65,8,0,83.91,15.1,188.77,Amazon Pay,success,5,delivered,no,0,0,,0
AMZ-IN-403943,16-03-2024 17:00,CUST-004838,0,AMZ-SEL-00633,Reseller,Professional,Bhopal,Tier 3,Books & Media,1,357.47,Self Ship,14.3,0,2,0,16.3,2.93,341.17,Credit Card,success,5,delivered,processed,267.91,0,,0
AMZ-IN-403944,02-07-2024 17:19,CUST-001131,0,AMZ-SEL-00289,Reseller,Professional,Kolkata,Tier 1,Fashion & Apparel,1,1030.48,FBA,154.57,29,12,0,195.57,35.2,834.91,UPI,success,2,delivered,no,0,0,,0
AMZ-IN-403945,01-07-2024 12:37,CUST-004211,1,AMZ-SEL-01973,Reseller,Professional,Mumbai,Tier 1,Home & Kitchen,1,11951.85,FBA,1195.19,55,5,0,1255.19,225.93,10696.66,Debit Card,success,2,delivered,no,0,0,,0
AMZ-IN-403946,13-05-2024 09:52,CUST-001351,0,AMZ-SEL-00388,Brand/Manufacturer,Professional,Gurgaon,Tier 1,Grocery & Food,1,2323.61,FBA,116.18,45,5,0,166.18,29.91,2157.43,Credit Card,success,2,delivered,no,0,0,,0
AMZ-IN-403947,02-06-2024 13:00,CUST-002262,0,AMZ-SEL-01714,Reseller,Professional,Mumbai,Tier 1,Fashion & Apparel,1,3419.51,FBA,512.93,65,5,0,582.93,104.93,2836.58,Credit Card,success,5,delivered,no,0,0,,0
AMZ-IN-403948,19-09-2024 19:47,CUST-002973,1,AMZ-SEL-01038,Distributor,Individual,Hyderabad,Tier 1,Automotive,1,4945.46,Self Ship,494.55,0,8,0,502.55,90.46,4442.91,Amazon Pay,success,2,delivered,no,0,0,,0
